"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone, not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Wilkinson County","MS","15.5","21.7","6","11.8","71.9","-1","0.2","0.2","70.2","0.7","0","0.5","28.9","28.6","77.5","3496","5039","59400","2.48","33618","-1","0","426.8","-1","-1","-1","-1","46.6","386","9191","9878","14.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Winston County","MS","17.4","23.6","5.8","15.8","79.5","-1","1.1","0.3","46.3","1.2","0","0.8","51.5","50.5","71.3","7635","8738","76300","2.44","30821","-1","0.5","1065.6","-1","-1","-1","-1","51","1102","18478","19198","31.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Yalobusha County","MS","18.3","22.7","6.4","13.2","77.5","-1","0.3","0.3","38.5","1.7","0","1.1","59.8","58.5","74.6","4797","6374","67800","2.58","32930","-1","0.2","1850.01","-1","-1","-1","-1","51.8","929","12276","12678","27.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Yazoo County","MS","12.4","24.2","6.7","11.9","74.1","-1","0.3","0.6","57.4","5.6","0","1","40.8","36.1","60","8710","10064","64100","2.83","26336","-1","4.3","539.48","-1","-1","-1","-1","44.6","1658","27817","28065","30.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Beaverhead County","MT","19.8","18","4.5","27.2","93.1","-1","1.9","0.5","0.4","3.7","0.3","1.8","95.1","91.9","64.1","4110","5254","173400","2.11","41614","-1","1.4","589.41","-1","-1","-1","-1","48.9","979","9345","9246","1.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Big Horn County","MT","11.4","33.5","10.3","15.5","84.5","-1","64.4","0.5","0.4","5.6","0","2.8","31.9","29.6","67.4","3444","4661","89300","3.7","39966","-1","1.2","257.46","-1","-1","-1","-1","50.8","630","13282","12865","2.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Blaine County","MT","14.2","30.2","8.7","15.9","87.4","-1","49","0.2","0.2","2.3","0","2.4","48.2","47.4","65.4","2237","2814","76200","2.86","37151","-1","0.8","603.17","-1","-1","-1","-1","50.6","527","6619","6491","1.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Broadwater County","MT","20.9","20.6","5","19.4","89.4","-1","1.5","0.2","0.5","2.5","0.2","1.4","96.2","94","80.7","2421","2697","174000","2.32","45932","-1","1.2","424.3","-1","-1","-1","-1","49.3","708","5667","5612","4.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Carbon County","MT","22.3","18.3","4.2","27.6","92.8","-1","1.2","0.3","0.5","2.3","0.1","1.2","96.7","94.8","76.7","4322","6463","205900","2.32","47831","-1","1.9","618.5","-1","-1","-1","-1","49.8","1179","10399","10078","4.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Carter County","MT","25.2","16.7","5.4","16.4","92.8","-1","0.9","0.1","0.1","1.2","0","0.9","98","96.9","80.4","495","808","82400","2.46","39659","-1","0.2","979.2","-1","-1","-1","-1","50","75","1169","1160","0.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Cascade County","MT","16.9","22.6","6.7","24.6","90.8","-1","4.6","1","1.7","4.1","0.1","3.6","88.9","85.9","65.6","33430","37565","157900","2.37","44963","-1","2.3","1183.38","-1","-1","-1","-1","49.6","10265","82344","81327","30.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Chouteau County","MT","18.1","24.5","3.8","22.9","91.1","-1","20.6","0.5","0.2","2.2","0.1","1.6","77","75.9","62.3","2228","2858","114200","2.53","40070","-1","1.6","252.47","-1","-1","-1","-1","50.6","574","5894","5813","1.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Custer County","MT","18.7","22.1","6.3","19.7","90.9","-1","2","0.4","0.6","3","0.1","1.8","95","92.6","68.9","4986","5622","112100","2.28","43524","-1","2.1","1037.1","-1","-1","-1","-1","50","1178","12092","11699","3.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Daniels County","MT","25.2","21","5.6","22.9","94.4","-1","2.1","0.3","0.3","2","0","2","95.3","93.6","75.2","890","1115","96800","1.96","46100","-1","2.4","491.47","-1","-1","-1","-1","49.7","178","1793","1751","1.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Dawson County","MT","16.8","22.3","6.5","18.1","89.3","-1","2.1","0.4","0.5","2.7","0.1","2","94.9","92.8","70.3","3885","4359","122200","2.21","50405","-1","1","430.13","-1","-1","-1","-1","48.6","825","9518","8966","3.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Deer Lodge County","MT","20.7","16.2","4","18.1","89.1","-1","3.5","0.5","0.4","3.1","0.1","2.5","93","90.8","72.7","3855","5121","117800","2.17","38958","-1","1.6","1139.43","-1","-1","-1","-1","46.6","1227","9150","9298","12.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Fallon County","MT","15.7","25.9","7.8","16.1","92.7","-1","0.7","0.6","0.2","1.7","0.1","1.3","97.1","95.6","72","1199","1529","106700","2.53","51164","-1","0.9","562.86","-1","-1","-1","-1","48.7","220","3108","2890","1.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Fergus County","MT","23","20.4","5.1","25.5","92.3","-1","1.4","0.3","0.5","2.4","0","1.9","95.9","93.9","74.4","4924","5809","113800","2.24","38344","-1","1.4","898.27","-1","-1","-1","-1","49.7","1233","11442","11586","2.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Flathead County","MT","17.2","22.5","5.8","28.4","93.8","-1","1.4","0.7","0.4","2.7","0.1","2.2","95.2","93","71","36901","47362","228100","2.45","46581","-1","2","858.98","-1","-1","-1","-1","50.2","8688","94924","90928","17.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Gallatin County","MT","11.2","20.5","5.8","46","96.1","-1","1","1.4","0.4","3.1","0.1","1.9","95.1","92.4","61.8","36973","44870","261900","2.36","52833","-1","2.7","978.09","-1","-1","-1","-1","48.6","5744","97308","89513","34.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Garfield County","MT","22.6","22.9","5.7","13","91.7","-1","0.4","0.1","0.3","1.2","0","0.5","98.7","97.5","76.3","465","848","113300","2.44","45096","-1","0.2","305.42","-1","-1","-1","-1","50.1","97","1309","1206","0.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Glacier County","MT","10.9","31.3","9.3","18.4","83.5","-1","62.6","0.4","0.2","2.7","0","3.2","33.6","32.5","59.5","4194","5327","80200","3.1","33519","-1","2.1","2391.91","-1","-1","-1","-1","51.1","934","13696","13399","4.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Golden Valley County","MT","24.5","20.2","4.7","20.3","88.6","-1","1.2","0.7","0.7","4.1","0","2.9","94.5","91.2","79.3","323","479","89300","2.12","39313","-1","0.3","625.49","-1","-1","-1","-1","48.7","70","852","884","0.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Granite County","MT","28.9","16.2","3.6","26.5","88.2","-1","0.7","0.3","0.4","2.1","0","2.1","96.5","94.6","76.1","1473","2789","200500","2.07","45236","-1","1.9","555.07","-1","-1","-1","-1","49.5","402","3209","3079","1.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Hill County","MT","14.1","27","8.5","22.6","91.6","-1","22.7","0.6","0.6","3.3","0.1","3.4","72.7","70.9","67.8","6139","7217","122600","2.58","43726","-1","1.6","421.36","-1","-1","-1","-1","49.6","1353","16596","16096","5.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Jefferson County","MT","18.7","21","4.2","33.5","94.3","-1","1.7","0.5","0.4","2.3","0","2.5","94.8","92.9","85.9","4527","5041","230100","2.46","60863","-1","1.5","1325.36","-1","-1","-1","-1","49","1397","11558","11406","6.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Judith Basin County","MT","22.5","18.8","3.7","29.7","93.4","-1","1","0.3","0.1","1.7","0","0.8","97.9","96.3","75.4","879","1334","106800","2.32","41932","-1","0.8","608.18","-1","-1","-1","-1","47.9","242","1991","2072","1.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Lake County","MT","19.7","24.2","6.4","24.8","90.2","-1","23.6","0.5","0.4","4.1","0.1","7.2","68.2","66.2","69.1","11829","16602","218600","2.38","38019","-1","1.8","430.1","-1","-1","-1","-1","50.8","2885","29099","28746","19.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Lewis and Clark County","MT","16.2","21.8","5.9","37.5","94.7","-1","2.2","0.7","0.5","3","0.1","2.4","94.1","91.6","72.3","26555","30594","203600","2.35","56243","-1","1.5","195.12","-1","-1","-1","-1","50.8","6310","65856","63395","18.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Liberty County","MT","19.8","21.2","5.7","20.6","75.5","-1","0.3","0.1","0.3","0.7","0","1.1","98.1","97.5","62.2","847","1033","102800","2.53","44493","-1","4","314.44","-1","-1","-1","-1","52.4","143","2359","2339","1.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Lincoln County","MT","24.8","18.4","4.7","18.3","86.8","-1","1.2","0.4","0.4","2.8","0.1","2.4","95.7","93.3","78.4","8872","11477","158200","2.18","33333","-1","2.3","902.03","-1","-1","-1","-1","49.5","2506","19125","19687","5.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Madison County","MT","26.3","15.7","3.8","32.7","94.8","-1","0.6","0.4","0.5","2.9","0","1.7","96.8","94.3","76.1","3542","6916","239600","2.1","47762","-1","2.3","3506.34","-1","-1","-1","-1","47.5","798","7820","7691","2.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"McCone County","MT","22.5","19.9","3.4","18.6","94.4","-1","0.8","0.2","0.6","1.4","0.1","1.3","97","95.9","77.2","760","1007","101600","2.34","46667","-1","0.1","203.59","-1","-1","-1","-1","49","181","1694","1734","0.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Meagher County","MT","26.2","18.7","5.8","17.4","89.8","-1","0.6","0.5","0.3","1.8","0","1.6","96.9","95.4","71.9","716","1426","115700","2.62","38182","-1","1.5","1044.08","-1","-1","-1","-1","49.1","220","1853","1891","0.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Mineral County","MT","26.6","18.3","4.7","12.1","89.2","-1","1.9","0.8","0.5","2.8","0","3.1","93.7","91.3","70.9","1629","2447","167300","2.53","33033","-1","0.7","357.61","-1","-1","-1","-1","47.3","639","4257","4223","3.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Missoula County","MT","13.6","19.4","5.4","39.1","94.5","-1","2.9","1.5","0.6","3.1","0.1","2.7","92.1","89.7","58.8","45523","51411","237500","2.36","46117","-1","2.8","1934.97","-1","-1","-1","-1","49.7","8903","112684","109299","42.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Musselshell County","MT","21.3","19.8","4.8","13.6","89.3","-1","1.5","0.3","0.6","3.4","0","2","95.6","92.9","78.5","1966","2657","106100","2.36","43409","-1","1.8","561.2","-1","-1","-1","-1","49.8","661","4589","4538","2.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Park County","MT","19.5","19.1","4.7","33.6","93.2","-1","1.2","0.4","0.3","2.8","0.1","1.9","96.1","93.7","75.1","6445","9368","204500","2.39","42426","-1","2.4","248.8","-1","-1","-1","-1","49.8","1386","15880","15636","5.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Petroleum County","MT","21","21.9","2.3","15.4","96","-1","0.6","0","0","1.2","0","1","98.4","97.1","76","233","327","83200","2.31","41705","-1","0.4","453.84","-1","-1","-1","-1","45.4","70","485","494","0.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Phillips County","MT","20.5","22.6","6.1","15.9","91.8","-1","8.4","0.3","0.1","2.1","0","4.1","87.2","85.5","76.4","1800","2319","86600","2.28","42632","-1","1.2","462.45","-1","-1","-1","-1","50.3","385","4192","4253","0.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Pondera County","MT","19.6","24.5","6.6","20.5","87","-1","14.5","0.3","0.3","1.8","0","2.5","82.3","81.4","69.1","2302","2641","99000","2.52","41277","-1","3.1","672.58","-1","-1","-1","-1","51.3","477","6219","6153","3.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Powder River County","MT","23.6","17.4","2.7","19.9","93.1","-1","1.9","0.2","0.1","2","0","2","95.9","94.2","69.9","720","1013","105200","2.26","46250","-1","0","501.22","-1","-1","-1","-1","49.4","136","1783","1743","0.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Powell County","MT","18.5","15.6","4.2","17.8","90.3","-1","4.6","0.5","1.1","2.3","0","1.3","92.3","90.4","71.5","2411","3097","120900","2.31","40802","-1","0.4","484.88","-1","-1","-1","-1","38.1","907","6909","7027","3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Prairie County","MT","30","18.3","6.5","16.9","86.8","-1","0.4","0.9","0.3","2.1","0","3.7","94.8","92.7","86.9","502","669","69800","2.31","38036","-1","1.7","3328.97","-1","-1","-1","-1","49.2","162","1148","1179","0.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Ravalli County","MT","23.1","20.3","4.8","24.5","92.1","-1","1.1","0.7","0.5","3.3","0.1","1.9","95.7","92.9","72.9","16848","19553","233700","2.37","38688","-1","2.1","289.65","-1","-1","-1","-1","50.3","4460","41030","40212","16.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Richland County","MT","13","24.7","7.2","17.7","90.2","-1","1.9","0.5","0.5","4.8","0.1","2.5","94.6","90.3","69.1","4270","5010","153000","2.4","58112","-1","1.5","373.84","-1","-1","-1","-1","47.7","759","11576","9746","4.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Roosevelt County","MT","10.5","32","9.7","13.7","83.9","-1","58","0.4","0.3","2.5","0","3.3","38.1","37.3","58.9","3264","4080","70100","3.21","36920","-1","0.8","575.66","-1","-1","-1","-1","49.7","504","11332","10425","4.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Rosebud County","MT","13.6","29.2","8.7","22.3","89.1","-1","36.3","0.5","0.3","4.1","0","3.1","59.7","58","68.5","3268","4107","110900","2.82","48789","-1","1.4","406.58","-1","-1","-1","-1","49.6","786","9326","9233","1.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Sanders County","MT","26","18.2","4.5","16.7","87.2","-1","4.5","0.5","0.3","2.5","0.1","2.8","91.8","90","76.6","5149","6660","166500","2.17","32881","-1","2.1","369.3","-1","-1","-1","-1","48.9","1537","11364","11413","4.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Sheridan County","MT","20.8","20.9","5.4","23.4","90.7","-1","2","0.4","0.4","2.2","0","2.2","95","93.3","74.4","1612","2137","109500","2.09","48667","-1","1.3","817.82","-1","-1","-1","-1","49.1","299","3696","3384","2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Silver Bow County","MT","17.3","20.5","5.8","22.2","90.9","-1","2.1","0.7","0.5","4.2","0.1","2.2","94.4","91.1","65.5","15042","16811","121900","2.21","38659","-1","1.9","130.31","-1","-1","-1","-1","49.3","3172","34680","34200","47.6","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Stillwater County","MT","20.1","21.6","4.6","22.1","92.5","-1","1","0.4","0.3","3.3","0","1.9","96.3","93.6","79.9","3757","4812","185900","2.4","57906","-1","1","516.25","-1","-1","-1","-1","49","1144","9290","9117","5.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Sweet Grass County","MT","23.5","22.2","4.3","27.1","91.7","-1","0.7","0.5","0.1","2","0","1.9","96.8","95.1","73","1304","2129","192700","2.73","45938","-1","1.5","900.3","-1","-1","-1","-1","50.5","304","3665","3651","2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Teton County","MT","22","23","6.1","24.5","90.4","-1","1.6","0.2","0.1","1.4","0","2.2","96","94.7","75.9","2303","2882","134700","2.52","43327","-1","1.6","411.03","-1","-1","-1","-1","50.9","607","6064","6073","2.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Toole County","MT","15.6","19.9","5.3","14.6","88.1","-1","5.6","0.6","0.8","3","0","2","91","88.5","63.5","1927","2346","106300","2.3","46972","-1","3.6","1016.93","-1","-1","-1","-1","43.6","722","5150","5324","2.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Treasure County","MT","27","17.6","6.1","21.3","86.4","-1","2.2","0.4","0.1","2.7","0","2.3","94.9","93.1","70.2","332","423","67500","2.14","37105","-1","1.4","6572.43","-1","-1","-1","-1","48","80","692","718","0.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Valley County","MT","20.8","22.7","5.4","17.1","91","-1","9.4","0.7","0.4","2.2","0.1","2.4","87.1","85.4","69","3248","4844","102300","2.25","47181","-1","1","572.31","-1","-1","-1","-1","49.5","718","7640","7369","1.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Wheatland County","MT","23.9","23.1","6.8","19.2","80.4","-1","0.8","0.6","0.4","1.7","0","2.8","95.4","93.9","71.5","817","1193","78400","2.5","31867","-1","0","625.58","-1","-1","-1","-1","50.2","223","2102","2168","1.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Wibaux County","MT","24.6","21.3","4.6","19.6","84","-1","0.4","0.4","0.1","2.5","0.1","1.2","97.7","95.4","70.9","409","536","102700","2.22","41875","-1","0.4","282.42","-1","-1","-1","-1","48.9","82","1121","1017","1.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Yellowstone County","MT","15.3","23.6","6.4","28.7","92.3","-1","4.5","0.8","0.8","5.2","0.1","2.7","91.3","87.1","68.8","61023","67062","181500","2.4","51342","-1","1.7","592.6","-1","-1","-1","-1","50.9","13513","155634","147972","56.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Alamance County","NC","16.1","22.9","5.8","21.7","83","-1","1.4","1.6","19.5","12.1","0.1","1.9","75.5","65.7","67.1","60139","68102","137000","2.46","43043","-1","7.6","437.44","-1","-1","-1","-1","52.3","10719","155792","151131","356.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Alexander County","NC","18.9","21","5","11.7","79.3","-1","0.4","1.1","5.9","4.4","0","1.3","91.2","87.3","77.5","14101","16170","121300","2.57","40637","-1","2.6","748.26","-1","-1","-1","-1","49.2","2507","37392","37198","143.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Alleghany County","NC","24.5","18.1","4.3","18.3","79.4","-1","0.5","0.8","1.9","9.5","0","1.4","95.4","87","76.3","4793","8139","156100","2.26","35170","-1","6","241.4","-1","-1","-1","-1","50.3","781","10879","11155","47.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Anson County","NC","16.4","20.4","4.9","10.2","76.3","-1","0.8","1.1","48.6","3.5","0.1","1.3","48.1","45.5","68.6","9686","11514","79400","2.52","33870","-1","3","875.67","-1","-1","-1","-1","48.2","1993","25765","26948","50.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Ashe County","NC","23.6","18.6","4.7","19.5","81.4","-1","0.3","0.5","1","5.3","0","1","97.2","92.4","76.9","11839","17468","150900","2.26","35951","-1","4.2","1219.44","-1","-1","-1","-1","50.4","2320","27126","27281","64","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Avery County","NC","20.3","16.1","3.9","20.4","81.5","-1","0.5","0.6","4.4","4.7","0","0.8","93.6","89.2","76.1","7122","14027","140800","2.17","36969","-1","3.4","3752.84","-1","-1","-1","-1","45.5","1417","17773","17797","72","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Beaufort County","NC","21.6","21.2","5.4","18.3","81.7","-1","0.9","0.6","25.3","7.5","0.1","1.3","71.8","66","70.1","19266","25392","117000","2.44","40429","-1","4.6","757.59","-1","-1","-1","-1","51.9","3994","47585","47759","57.7","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Bertie County","NC","19.8","18.8","4.4","10.6","72.6","-1","0.5","0.6","61.4","1.7","0.1","1.1","36.2","35.2","75.3","7629","9745","79100","2.58","30768","-1","1","564.73","-1","-1","-1","-1","49.9","1199","20106","21282","30.4","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Bladen County","NC","18.7","21.6","5.1","10.5","74.7","-1","2.9","0.3","34.6","7.7","0","1.5","60.7","54.6","67.8","14256","17622","81800","2.4","30164","-1","4.6","900.57","-1","-1","-1","-1","51.8","2164","34657","35190","40.2","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Brunswick County","NC","27","17.2","4.5","25.1","86.3","-1","0.9","0.7","11.2","4.8","0.1","1.7","85.4","81.4","76.4","47600","81416","186600","2.3","46438","-1","4.2","411.58","-1","-1","-1","-1","51.4","13400","118836","107431","126.8","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Buncombe County","NC","18.1","19.4","5.3","33.8","89","-1","0.5","1.2","6.5","6.5","0.2","2","89.6","83.7","64.5","100838","115680","191200","2.33","44713","-1","5.7","2593.42","-1","-1","-1","-1","52","20486","250539","238318","362.9","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Burke County","NC","18.4","19.9","4.8","16.6","76.7","-1","0.8","3.7","6.8","5.8","0.7","1.6","86.4","82.1","71.8","34664","40656","110900","2.53","37263","-1","5.1","512.09","-1","-1","-1","-1","50.1","6383","89486","90912","179.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Cabarrus County","NC","12.5","26.2","6.3","25.1","86.4","-1","0.7","2.8","17.1","10","0.1","2","77.4","69","73.1","64713","75521","167800","2.78","53551","-1","7.6","469.13","-1","-1","-1","-1","51.2","12361","192103","178011","492.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Caldwell County","NC","17.8","21.1","5.1","12.5","75.7","-1","0.6","0.7","5.1","5","0.1","1.4","92.1","88","71.9","31417","37590","105800","2.59","34357","-1","2.7","701.79","-1","-1","-1","-1","50.6","5602","81484","83029","176.1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"Camden County","NC","14.9","23.9","4.5","18.8","86.3","-1","0.5","2.5","12.6","2.6","0","2.2","82.2","80.1","86.4","3580","4146","220200","2.79","56607","-1","3.1","911.09","-1","-1","-1","-1","49.9","1087","10331","9980","41.5","-1","-1","-1","-1","-1","-1","-1","-1","-1"
